0	2	2	0.5
1	2	2	0.5
2	2	2	0.5
3	2	2	0.5
4	2	2	0.5
5	2	2	0.5
6	2	2	0.5
7	2	2	0.5
8	2	2	0.5
9	2	2	0.5
10	2	2	0.5
11	2	2	0.5
12	2	2	0.5
13	2	2	0.5
14	2	2	0.5
15	2	2	0.5
16	2	2	0.5
17	2	2	0.5
18	2	2	0.5
19	2	2	0.5
20	2	2	0.5
21	2	2	0.5
22	2	2	0.5
23	2	2	0.5
24	2	2	0.5
25	2	2	0.5
26	2	2	0.5
27	2	2	0.5
28	2	2	0.5
29	2	2	0.5
30	2	2	0.5
31	2	2	0.5
32	2	2	0.5
33	2	2	0.5
34	2	2	0.5
35	2	2	0.5
36	2	2	0.5
37	2	2	0.5
38	2	2	0.5
39	2	2	0.5
40	2	2	0.5
41	2	2	0.5
42	2	2	0.5
43	2	2	0.5
44	2	2	0.5
45	2	2	0.5
46	2	2	0.5
47	2	2	0.5
48	2	2	0.5
49	2	2	0.5
50	2	2	0.5
51	2	2	0.5
52	2	2	0.5
53	2	2	0.5
54	2	2	0.5
55	2	2	0.5
56	2	2	0.5
57	2	2	0.5
58	2	2	0.5
59	2	2	0.5
60	2	2	0.5
61	2	2	0.5
62	2	2	0.5
63	2	2	0.5
